time,open,high,low,close,tick_volume
2024-11-12 17:45:00,1.27625,1.27633,1.27588,1.27615,651
2024-11-12 17:50:00,1.27616,1.2763499999999999,1.27559,1.2759800000000001,682
2024-11-12 17:55:00,1.276,1.2769,1.2759,1.27629,834
2024-11-12 18:00:00,1.27628,1.27657,1.2759800000000001,1.27651,792
2024-11-12 18:05:00,1.27649,1.27649,1.27538,1.27557,684
2024-11-12 18:10:00,1.27557,1.2761,1.2755,1.2757800000000001,660
2024-11-12 18:15:00,1.27577,1.27603,1.2753,1.27595,622
2024-11-12 18:20:00,1.27589,1.27617,1.27515,1.27518,541
2024-11-12 18:25:00,1.27518,1.27541,1.27471,1.27481,579
2024-11-12 18:30:00,1.27481,1.27485,1.27432,1.27463,494
2024-11-12 18:35:00,1.27463,1.27463,1.27366,1.27378,576
2024-11-12 18:40:00,1.2738,1.27402,1.27343,1.27392,696
2024-11-12 18:45:00,1.27393,1.27408,1.27353,1.27369,500
2024-11-12 18:50:00,1.2737,1.27416,1.2735,1.27373,531
2024-11-12 18:55:00,1.27372,1.27397,1.2732,1.27325,479
2024-11-12 19:00:00,1.27324,1.2735,1.27254,1.27286,619
2024-11-12 19:05:00,1.27286,1.2735,1.27281,1.2729300000000001,580
2024-11-12 19:10:00,1.2729300000000001,1.27294,1.2719,1.27263,660
2024-11-12 19:15:00,1.27264,1.27305,1.2725,1.27295,637
2024-11-12 19:20:00,1.27295,1.27301,1.27258,1.27268,520
2024-11-12 19:25:00,1.2726600000000001,1.27299,1.27247,1.27276,540
2024-11-12 19:30:00,1.27276,1.27321,1.27234,1.27287,516
2024-11-12 19:35:00,1.27284,1.2733400000000001,1.27275,1.2732700000000001,488
2024-11-12 19:40:00,1.27326,1.27326,1.27252,1.27257,530
2024-11-12 19:45:00,1.27256,1.27312,1.2723499999999999,1.27287,568
2024-11-12 19:50:00,1.27287,1.27349,1.27281,1.27341,501
2024-11-12 19:55:00,1.2734,1.27351,1.27321,1.2733400000000001,615
2024-11-12 20:00:00,1.27335,1.27416,1.27324,1.27389,568
2024-11-12 20:05:00,1.2738800000000001,1.27399,1.2735400000000001,1.27369,443
2024-11-12 20:10:00,1.27369,1.27386,1.27349,1.27386,398
2024-11-12 20:15:00,1.27387,1.27405,1.27362,1.2738800000000001,319
2024-11-12 20:20:00,1.27389,1.27399,1.27337,1.27366,324
2024-11-12 20:25:00,1.27365,1.27393,1.27345,1.27378,377
2024-11-12 20:30:00,1.2738,1.27397,1.2736399999999999,1.27396,379
2024-11-12 20:35:00,1.27396,1.27434,1.27392,1.27405,440
2024-11-12 20:40:00,1.27405,1.2741500000000001,1.2739099999999999,1.27398,360
2024-11-12 20:45:00,1.27398,1.2741,1.27355,1.27371,313
2024-11-12 20:50:00,1.27371,1.27408,1.27363,1.27405,423
2024-11-12 20:55:00,1.27405,1.2744900000000001,1.27404,1.2744,398
2024-11-12 21:00:00,1.27435,1.27466,1.27431,1.2744900000000001,294
2024-11-12 21:05:00,1.2744900000000001,1.2745600000000001,1.27414,1.27429,313
2024-11-12 21:10:00,1.27429,1.27435,1.27401,1.27427,350
2024-11-12 21:15:00,1.27427,1.27431,1.27396,1.27407,296
2024-11-12 21:20:00,1.27407,1.27446,1.27394,1.27427,257
2024-11-12 21:25:00,1.27426,1.2744,1.27397,1.27401,311
2024-11-12 21:30:00,1.27396,1.27417,1.27386,1.27404,232
2024-11-12 21:35:00,1.27403,1.27414,1.27385,1.27396,215
2024-11-12 21:40:00,1.27396,1.27444,1.27396,1.27435,192
2024-11-12 21:45:00,1.27435,1.27454,1.2742499999999999,1.27435,253
2024-11-12 21:50:00,1.27435,1.27435,1.27394,1.27401,295
2024-11-12 21:55:00,1.27401,1.27406,1.27359,1.27362,419
2024-11-12 22:00:00,1.27362,1.27396,1.27355,1.27376,361
2024-11-12 22:05:00,1.27376,1.27389,1.27362,1.27368,273
2024-11-12 22:10:00,1.27368,1.27389,1.27362,1.2738800000000001,303
2024-11-12 22:15:00,1.2738800000000001,1.27405,1.27382,1.2739,295
2024-11-12 22:20:00,1.2739099999999999,1.27408,1.2738399999999999,1.274,287
2024-11-12 22:25:00,1.2739500000000001,1.27399,1.27365,1.27383,272
2024-11-12 22:30:00,1.27378,1.2739099999999999,1.2736,1.27378,218
2024-11-12 22:35:00,1.27377,1.27413,1.27362,1.27409,263
2024-11-12 22:40:00,1.27409,1.27424,1.27393,1.27417,241
2024-11-12 22:45:00,1.27417,1.27448,1.27411,1.27426,288
2024-11-12 22:50:00,1.27424,1.2743,1.27412,1.27421,365
2024-11-12 22:55:00,1.27419,1.27467,1.27414,1.27457,416
2024-11-12 23:00:00,1.27457,1.27503,1.27454,1.2749,309
2024-11-12 23:05:00,1.2749,1.27497,1.2748300000000001,1.27484,246
2024-11-12 23:10:00,1.27485,1.27505,1.27474,1.27477,100
2024-11-12 23:15:00,1.27477,1.27482,1.27471,1.27477,154
2024-11-12 23:20:00,1.27477,1.27494,1.27473,1.2748599999999999,142
2024-11-12 23:25:00,1.2748599999999999,1.27497,1.2748300000000001,1.27496,110
2024-11-12 23:30:00,1.27496,1.2751000000000001,1.2749,1.27505,104
2024-11-12 23:35:00,1.27505,1.27506,1.27489,1.27496,179
2024-11-12 23:40:00,1.27496,1.27507,1.27487,1.27493,139
2024-11-12 23:45:00,1.27497,1.27498,1.27482,1.27494,221
2024-11-12 23:50:00,1.27495,1.2751000000000001,1.27472,1.27477,145
2024-11-12 23:55:00,1.27478,1.27488,1.2747,1.27471,205
2024-11-13 00:00:00,1.27407,1.27481,1.27405,1.27481,22
2024-11-13 00:05:00,1.2748,1.2749,1.27433,1.2749,80
2024-11-13 00:10:00,1.2749,1.27496,1.27404,1.27434,91
2024-11-13 00:15:00,1.2744,1.27442,1.27435,1.27441,63
2024-11-13 00:20:00,1.27441,1.27442,1.27401,1.27411,56
2024-11-13 00:25:00,1.27411,1.2748300000000001,1.274,1.27461,80
2024-11-13 00:30:00,1.27462,1.27484,1.27451,1.27472,76
2024-11-13 00:35:00,1.27472,1.27472,1.27443,1.27457,110
2024-11-13 00:40:00,1.27458,1.27459,1.2742200000000001,1.27432,267
2024-11-13 00:45:00,1.27429,1.27471,1.27428,1.27469,161
2024-11-13 00:50:00,1.27469,1.27472,1.2746,1.27468,88
2024-11-13 00:55:00,1.27468,1.27473,1.27466,1.2747,48
2024-11-13 01:00:00,1.27488,1.27494,1.27404,1.27426,153
2024-11-13 01:05:00,1.27426,1.27432,1.2742,1.27428,71
2024-11-13 01:10:00,1.27428,1.27429,1.2741,1.27413,89
2024-11-13 01:15:00,1.27413,1.27441,1.27412,1.27432,96
2024-11-13 01:20:00,1.27432,1.27441,1.27409,1.27426,164
2024-11-13 01:25:00,1.27426,1.27428,1.27397,1.27406,113
2024-11-13 01:30:00,1.27406,1.27407,1.27389,1.27401,100
2024-11-13 01:35:00,1.27401,1.27405,1.2739,1.27401,68
2024-11-13 01:40:00,1.274,1.27412,1.27399,1.27406,54
2024-11-13 01:45:00,1.27407,1.27411,1.27366,1.27401,155
2024-11-13 01:50:00,1.27403,1.27426,1.2739500000000001,1.27421,139
2024-11-13 01:55:00,1.27421,1.27421,1.2736399999999999,1.27368,157
2024-11-13 02:00:00,1.27371,1.27385,1.27343,1.27371,287
2024-11-13 02:05:00,1.27371,1.27376,1.2734,1.27343,230
2024-11-13 02:10:00,1.27342,1.27356,1.27315,1.27316,191
2024-11-13 02:15:00,1.27316,1.27343,1.27308,1.27341,240
2024-11-13 02:20:00,1.27341,1.27367,1.2734,1.27358,216
2024-11-13 02:25:00,1.27358,1.2736,1.27347,1.27355,157
2024-11-13 02:30:00,1.27355,1.27372,1.27344,1.2736399999999999,245
2024-11-13 02:35:00,1.27365,1.27394,1.27365,1.27378,223
2024-11-13 02:40:00,1.27379,1.2739500000000001,1.27369,1.27381,166
2024-11-13 02:45:00,1.27381,1.274,1.27381,1.27396,188
2024-11-13 02:50:00,1.27393,1.27402,1.27353,1.27359,274
2024-11-13 02:55:00,1.27359,1.27386,1.27342,1.27359,311
2024-11-13 03:00:00,1.2735400000000001,1.27393,1.2735,1.27373,324
2024-11-13 03:05:00,1.27373,1.27421,1.2737,1.2741799999999999,303
2024-11-13 03:10:00,1.2741799999999999,1.27433,1.27411,1.2741799999999999,318
2024-11-13 03:15:00,1.27419,1.27489,1.27413,1.27464,535
2024-11-13 03:20:00,1.27464,1.27471,1.27429,1.27442,426
2024-11-13 03:25:00,1.27446,1.27467,1.2743,1.27458,381
2024-11-13 03:30:00,1.27455,1.2747,1.27442,1.27467,388
2024-11-13 03:35:00,1.27467,1.27497,1.27463,1.2748599999999999,387
2024-11-13 03:40:00,1.2748599999999999,1.27518,1.27473,1.2751299999999999,446
2024-11-13 03:45:00,1.27514,1.27533,1.27491,1.27492,412
2024-11-13 03:50:00,1.27494,1.27511,1.27466,1.27475,342
2024-11-13 03:55:00,1.27475,1.27501,1.27465,1.275,364
2024-11-13 04:00:00,1.275,1.27521,1.27475,1.27496,335
2024-11-13 04:05:00,1.27496,1.27519,1.2747899999999999,1.27511,307
2024-11-13 04:10:00,1.2751299999999999,1.2751700000000001,1.27468,1.27473,310
2024-11-13 04:15:00,1.27472,1.275,1.27466,1.2747899999999999,251
