time,open,high,low,close,tick_volume
2024-11-12 15:42:00,1.06186,1.06197,1.06174,1.06174,58
2024-11-12 15:43:00,1.06174,1.06189,1.06171,1.06174,59
2024-11-12 15:44:00,1.06176,1.0618,1.06167,1.06171,60
2024-11-12 15:45:00,1.06171,1.062,1.06166,1.06197,75
2024-11-12 15:46:00,1.06197,1.06211,1.06193,1.06196,72
2024-11-12 15:47:00,1.06196,1.0623,1.06196,1.0623,61
2024-11-12 15:48:00,1.06227,1.06236,1.06213,1.06233,66
2024-11-12 15:49:00,1.06233,1.06245,1.06232,1.06239,52
2024-11-12 15:50:00,1.06239,1.06241,1.06224,1.06231,62
2024-11-12 15:51:00,1.06231,1.06239,1.06227,1.06238,53
2024-11-12 15:52:00,1.06238,1.06239,1.06222,1.06231,74
2024-11-12 15:53:00,1.06231,1.06236,1.06211,1.0622,72
2024-11-12 15:54:00,1.0622,1.06228,1.06219,1.0622,53
2024-11-12 15:55:00,1.0622,1.06235,1.06216,1.06231,74
2024-11-12 15:56:00,1.06231,1.06244,1.06229,1.06239,73
2024-11-12 15:57:00,1.06238,1.06247,1.06217,1.06229,73
2024-11-12 15:58:00,1.06228,1.06231,1.06216,1.06224,70
2024-11-12 15:59:00,1.06224,1.06234,1.06221,1.06231,54
2024-11-12 16:00:00,1.0623,1.06232,1.06215,1.06215,74
2024-11-12 16:01:00,1.06216,1.06227,1.06202,1.06227,90
2024-11-12 16:02:00,1.06221,1.0623,1.06207,1.0623,85
2024-11-12 16:03:00,1.06229,1.06232,1.06201,1.06211,65
2024-11-12 16:04:00,1.0621,1.06211,1.06195,1.06201,51
2024-11-12 16:05:00,1.062,1.06217,1.062,1.06217,58
2024-11-12 16:06:00,1.06217,1.06229,1.06214,1.06217,61
2024-11-12 16:07:00,1.06217,1.06221,1.06205,1.06221,66
2024-11-12 16:08:00,1.06221,1.06228,1.06218,1.06221,63
2024-11-12 16:09:00,1.06221,1.06225,1.06209,1.06216,76
2024-11-12 16:10:00,1.06216,1.06235,1.06216,1.06218,63
2024-11-12 16:11:00,1.06214,1.06217,1.06188,1.06189,89
2024-11-12 16:12:00,1.06189,1.06194,1.06172,1.06184,75
2024-11-12 16:13:00,1.06183,1.06209,1.06183,1.06209,89
2024-11-12 16:14:00,1.06209,1.06227,1.06208,1.06227,85
2024-11-12 16:15:00,1.06226,1.06232,1.06214,1.06228,80
2024-11-12 16:16:00,1.06226,1.0626,1.06226,1.06251,63
2024-11-12 16:17:00,1.06251,1.06257,1.06244,1.06246,60
2024-11-12 16:18:00,1.06244,1.06245,1.06224,1.06231,63
2024-11-12 16:19:00,1.06231,1.06242,1.0623,1.06239,72
2024-11-12 16:20:00,1.0624,1.06244,1.0623,1.06244,75
2024-11-12 16:21:00,1.06244,1.06259,1.06239,1.0624,68
2024-11-12 16:22:00,1.0624,1.0625,1.0623,1.06235,66
2024-11-12 16:23:00,1.06237,1.06237,1.06227,1.06231,68
2024-11-12 16:24:00,1.06231,1.06238,1.06216,1.06225,65
2024-11-12 16:25:00,1.06225,1.06225,1.06185,1.06188,63
2024-11-12 16:26:00,1.06188,1.06196,1.06176,1.06177,49
2024-11-12 16:27:00,1.06177,1.06191,1.06173,1.06189,54
2024-11-12 16:28:00,1.06189,1.06197,1.06178,1.06187,85
2024-11-12 16:29:00,1.06184,1.06192,1.06167,1.06167,64
2024-11-12 16:30:00,1.06167,1.06172,1.06155,1.06163,98
2024-11-12 16:31:00,1.06163,1.06177,1.06162,1.06175,82
2024-11-12 16:32:00,1.06175,1.06176,1.06159,1.06161,98
2024-11-12 16:33:00,1.06161,1.06172,1.06155,1.06155,77
2024-11-12 16:34:00,1.06156,1.06158,1.0614,1.06154,89
2024-11-12 16:35:00,1.06154,1.06182,1.06149,1.0617,97
