time,open,high,low,close,tick_volume
2024-11-12 17:44:00,91.605,91.609,91.585,91.585,69
2024-11-12 17:45:00,91.581,91.583,91.564,91.579,101
2024-11-12 17:46:00,91.581,91.621,91.578,91.619,105
2024-11-12 17:47:00,91.617,91.628,91.609,91.628,97
2024-11-12 17:48:00,91.628,91.628,91.608,91.61,98
2024-11-12 17:49:00,91.612,91.617,91.604,91.612,103
2024-11-12 17:50:00,91.613,91.635,91.612,91.634,91
2024-11-12 17:51:00,91.634,91.661,91.63,91.645,141
2024-11-12 17:52:00,91.644,91.649,91.633,91.645,108
2024-11-12 17:53:00,91.645,91.663,91.645,91.658,114
2024-11-12 17:54:00,91.654,91.662,91.644,91.658,142
2024-11-12 17:55:00,91.661,91.676,91.647,91.676,170
2024-11-12 17:56:00,91.676,91.682,91.638,91.667,161
2024-11-12 17:57:00,91.666,91.684,91.64,91.684,129
2024-11-12 17:58:00,91.683,91.687,91.656,91.666,153
2024-11-12 17:59:00,91.666,91.667,91.642,91.656,132
2024-11-12 18:00:00,91.657,91.675,91.648,91.675,152
2024-11-12 18:01:00,91.674,91.681,91.647,91.667,131
2024-11-12 18:02:00,91.668,91.676,91.635,91.64,124
2024-11-12 18:03:00,91.635,91.65,91.629,91.631,117
2024-11-12 18:04:00,91.632,91.649,91.616,91.645,123
2024-11-12 18:05:00,91.642,91.645,91.622,91.63,117
2024-11-12 18:06:00,91.63,91.634,91.62,91.633,112
2024-11-12 18:07:00,91.635,91.641,91.619,91.624,100
2024-11-12 18:08:00,91.627,91.633,91.597,91.604,123
2024-11-12 18:09:00,91.604,91.608,91.587,91.593,104
2024-11-12 18:10:00,91.595,91.601,91.58,91.593,97
2024-11-12 18:11:00,91.593,91.613,91.584,91.602,96
2024-11-12 18:12:00,91.604,91.608,91.589,91.593,97
2024-11-12 18:13:00,91.593,91.607,91.589,91.606,89
2024-11-12 18:14:00,91.608,91.61,91.587,91.597,84
2024-11-12 18:15:00,91.596,91.612,91.596,91.608,96
2024-11-12 18:16:00,91.613,91.615,91.591,91.593,95
2024-11-12 18:17:00,91.594,91.615,91.594,91.606,82
2024-11-12 18:18:00,91.606,91.627,91.603,91.626,103
2024-11-12 18:19:00,91.626,91.646,91.617,91.642,110
2024-11-12 18:20:00,91.644,91.657,91.637,91.645,107
2024-11-12 18:21:00,91.646,91.647,91.631,91.644,113
2024-11-12 18:22:00,91.646,91.646,91.624,91.627,84
2024-11-12 18:23:00,91.627,91.63,91.614,91.624,90
2024-11-12 18:24:00,91.623,91.628,91.611,91.626,104
2024-11-12 18:25:00,91.626,91.626,91.61,91.618,97
2024-11-12 18:26:00,91.618,91.64,91.618,91.637,98
2024-11-12 18:27:00,91.637,91.648,91.632,91.647,89
2024-11-12 18:28:00,91.647,91.648,91.629,91.635,88
2024-11-12 18:29:00,91.636,91.64,91.624,91.63,59
2024-11-12 18:30:00,91.629,91.649,91.625,91.642,85
2024-11-12 18:31:00,91.642,91.651,91.632,91.637,76
2024-11-12 18:32:00,91.635,91.64,91.626,91.629,80
2024-11-12 18:33:00,91.628,91.643,91.628,91.641,93
2024-11-12 18:34:00,91.646,91.648,91.628,91.636,105
2024-11-12 18:35:00,91.631,91.632,91.619,91.621,92
2024-11-12 18:36:00,91.621,91.638,91.621,91.627,56
2024-11-12 18:37:00,91.63,91.634,91.6,91.601,79
2024-11-12 18:38:00,91.603,91.606,91.59,91.605,105
2024-11-12 18:39:00,91.605,91.616,91.601,91.614,91
2024-11-12 18:40:00,91.614,91.628,91.599,91.607,116
2024-11-12 18:41:00,91.607,91.619,91.604,91.604,94
2024-11-12 18:42:00,91.604,91.61,91.6,91.61,79
2024-11-12 18:43:00,91.609,91.614,91.598,91.604,113
2024-11-12 18:44:00,91.604,91.609,91.592,91.594,105
2024-11-12 18:45:00,91.595,91.606,91.594,91.604,83
2024-11-12 18:46:00,91.601,91.602,91.589,91.598,87
2024-11-12 18:47:00,91.598,91.599,91.586,91.591,71
2024-11-12 18:48:00,91.592,91.599,91.586,91.59,59
