time,open,high,low,close,tick_volume
2024-11-12 18:00:00,1.12598,1.1262,1.1244,1.12446,3251
2024-11-12 18:30:00,1.12446,1.12499,1.1238299999999999,1.12393,2652
2024-11-12 19:00:00,1.12392,1.12467,1.12346,1.12432,2936
2024-11-12 19:30:00,1.12432,1.12459,1.12372,1.12377,2648
2024-11-12 20:00:00,1.12377,1.12437,1.12348,1.12404,1960
2024-11-12 20:30:00,1.12403,1.12461,1.12391,1.1245,1937
2024-11-12 21:00:00,1.1245,1.12468,1.12399,1.12402,1632
2024-11-12 21:30:00,1.12399,1.12418,1.12374,1.12386,1388
2024-11-12 22:00:00,1.1238299999999999,1.12426,1.12381,1.12418,1537
2024-11-12 22:30:00,1.12419,1.12445,1.12397,1.12416,1459
2024-11-12 23:00:00,1.12413,1.12425,1.12363,1.12415,1128
2024-11-12 23:30:00,1.12414,1.1244399999999999,1.12381,1.12381,799
2024-11-13 00:00:00,1.12186,1.12339,1.12173,1.12296,389
2024-11-13 00:30:00,1.12302,1.124,1.12302,1.12384,1182
2024-11-13 01:00:00,1.12391,1.12402,1.12334,1.12367,656
2024-11-13 01:30:00,1.12367,1.1238,1.1234,1.12355,630
2024-11-13 02:00:00,1.12355,1.12415,1.12355,1.12397,1197
2024-11-13 02:30:00,1.12398,1.12423,1.12385,1.12421,1165
2024-11-13 03:00:00,1.1242,1.12467,1.12411,1.12451,1905
2024-11-13 03:30:00,1.12451,1.12462,1.12418,1.1243400000000001,1988
2024-11-13 04:00:00,1.1243400000000001,1.12461,1.12415,1.12447,1545
2024-11-13 04:30:00,1.12447,1.12497,1.12429,1.12497,1223
2024-11-13 05:00:00,1.12497,1.12512,1.12466,1.12489,1054
2024-11-13 05:30:00,1.12488,1.12491,1.12437,1.12443,969
2024-11-13 06:00:00,1.12443,1.12457,1.12399,1.12457,893
2024-11-13 06:30:00,1.12457,1.12491,1.12451,1.1249,738
2024-11-13 07:00:00,1.1249,1.12507,1.12464,1.12472,967
2024-11-13 07:30:00,1.12472,1.1251,1.12463,1.12497,1142
2024-11-13 08:00:00,1.12498,1.12528,1.12454,1.12513,1664
2024-11-13 08:30:00,1.12513,1.1255600000000001,1.12498,1.12551,1250
2024-11-13 09:00:00,1.12551,1.1258,1.1246,1.12492,1641
2024-11-13 09:30:00,1.12493,1.1257,1.12459,1.12546,1835
2024-11-13 10:00:00,1.12539,1.12584,1.12509,1.12552,2481
2024-11-13 10:30:00,1.12553,1.12607,1.12481,1.12501,2094
2024-11-13 11:00:00,1.12501,1.12528,1.1243,1.1251,1961
2024-11-13 11:30:00,1.12511,1.12588,1.12507,1.12538,2159
2024-11-13 12:00:00,1.12538,1.12577,1.12509,1.12571,1665
2024-11-13 12:30:00,1.1257,1.12575,1.1249,1.12555,1478
2024-11-13 13:00:00,1.12555,1.12572,1.12499,1.12509,1181
2024-11-13 13:30:00,1.12507,1.12564,1.12442,1.12512,1687
2024-11-13 14:00:00,1.12511,1.12539,1.1246,1.12464,2134
2024-11-13 14:30:00,1.12464,1.12469,1.12377,1.12378,1900
2024-11-13 15:00:00,1.1238299999999999,1.12467,1.12356,1.12361,2448
2024-11-13 15:30:00,1.12364,1.12418,1.12279,1.12407,5390
2024-11-13 16:00:00,1.1241,1.12415,1.12307,1.12364,4059
2024-11-13 16:30:00,1.12368,1.12418,1.12262,1.12305,4689
2024-11-13 17:00:00,1.123,1.12356,1.12227,1.12321,4473
2024-11-13 17:30:00,1.12328,1.12417,1.12253,1.12404,4499
