time,open,high,low,close,tick_volume
2024-11-12 15:42:00,1.78564,1.78601,1.78562,1.7856800000000002,131
2024-11-12 15:43:00,1.7856800000000002,1.7856800000000002,1.78526,1.78531,120
2024-11-12 15:44:00,1.78532,1.78532,1.7850000000000001,1.7851,125
2024-11-12 15:45:00,1.7850899999999998,1.78529,1.78501,1.7852299999999999,123
2024-11-12 15:46:00,1.7852299999999999,1.78537,1.7850899999999998,1.78524,90
2024-11-12 15:47:00,1.78525,1.7852700000000001,1.7850000000000001,1.78522,103
2024-11-12 15:48:00,1.7852000000000001,1.78532,1.78503,1.7851,122
2024-11-12 15:49:00,1.7851,1.78515,1.78477,1.78479,102
2024-11-12 15:50:00,1.78479,1.7848899999999999,1.7842,1.7844600000000002,137
2024-11-12 15:51:00,1.78443,1.78445,1.78416,1.7842799999999999,103
2024-11-12 15:52:00,1.78429,1.78429,1.78386,1.78386,136
2024-11-12 15:53:00,1.7838500000000002,1.78388,1.7835800000000002,1.78368,102
2024-11-12 15:54:00,1.7836400000000001,1.78379,1.78354,1.7837,92
2024-11-12 15:55:00,1.78368,1.78393,1.7835800000000002,1.78389,130
2024-11-12 15:56:00,1.7838699999999998,1.78397,1.78366,1.78396,108
2024-11-12 15:57:00,1.78396,1.78404,1.7837,1.7837800000000001,118
2024-11-12 15:58:00,1.7837800000000001,1.784,1.7837,1.784,120
2024-11-12 15:59:00,1.784,1.7840099999999999,1.78373,1.78384,130
2024-11-12 16:00:00,1.78384,1.78395,1.7837,1.7837,118
2024-11-12 16:01:00,1.78368,1.78413,1.78365,1.7841200000000002,138
2024-11-12 16:02:00,1.78417,1.7842,1.78386,1.78388,107
2024-11-12 16:03:00,1.7838699999999998,1.78399,1.78382,1.78397,108
2024-11-12 16:04:00,1.7839399999999999,1.78396,1.7837100000000001,1.78393,119
2024-11-12 16:05:00,1.78393,1.78411,1.78383,1.7841,99
2024-11-12 16:06:00,1.7840799999999999,1.7842099999999999,1.7840099999999999,1.7840099999999999,101
2024-11-12 16:07:00,1.7840099999999999,1.7840099999999999,1.78373,1.78395,106
2024-11-12 16:08:00,1.7839399999999999,1.7842099999999999,1.7839399999999999,1.78399,114
2024-11-12 16:09:00,1.784,1.78403,1.7837100000000001,1.7837100000000001,108
2024-11-12 16:10:00,1.78369,1.78381,1.7835299999999998,1.7836699999999999,131
2024-11-12 16:11:00,1.78366,1.78376,1.7832400000000002,1.7832400000000002,126
2024-11-12 16:12:00,1.7832400000000002,1.7835800000000002,1.78315,1.78354,105
2024-11-12 16:13:00,1.7835299999999998,1.78356,1.7834400000000001,1.7835,103
2024-11-12 16:14:00,1.7835,1.78368,1.7835,1.7836400000000001,69
2024-11-12 16:15:00,1.7836400000000001,1.78384,1.7835999999999999,1.78384,89
2024-11-12 16:16:00,1.78383,1.78424,1.78383,1.78422,88
