time,open,high,low,close,tick_volume
2024-11-12 16:00:00,0.65509,0.65509,0.65374,0.65404,5784
2024-11-12 17:00:00,0.65403,0.65458,0.65338,0.65416,6235
2024-11-12 18:00:00,0.65417,0.65448,0.65209,0.65214,5728
2024-11-12 19:00:00,0.65217,0.65234,0.6514,0.65166,5309
2024-11-12 20:00:00,0.65166,0.65318,0.65159,0.65313,4183
2024-11-12 21:00:00,0.65313,0.65352,0.653,0.65314,2586
2024-11-12 22:00:00,0.65314,0.65396,0.65311,0.65356,3177
2024-11-12 23:00:00,0.65356,0.65399,0.65315,0.65335,1690
2024-11-13 00:00:00,0.65327,0.65343,0.65288,0.65311,467
2024-11-13 01:00:00,0.65309,0.65317,0.65265,0.65294,1479
2024-11-13 02:00:00,0.65295,0.653,0.65162,0.65238,3056
2024-11-13 03:00:00,0.65236,0.65379,0.65234,0.6537,5726
2024-11-13 04:00:00,0.6537,0.65392,0.65308,0.65381,4014
2024-11-13 05:00:00,0.65381,0.65398,0.65309,0.65335,2771
2024-11-13 06:00:00,0.65334,0.65375,0.65324,0.65359,1959
2024-11-13 07:00:00,0.65359,0.65364,0.65284,0.65329,3249
2024-11-13 08:00:00,0.65329,0.65355,0.65225,0.65259,4011
2024-11-13 09:00:00,0.65255,0.65297,0.65205,0.65219,3517
2024-11-13 10:00:00,0.65216,0.65262,0.65173,0.65241,4318
2024-11-13 11:00:00,0.6524,0.65358,0.65186,0.65324,3889
2024-11-13 12:00:00,0.65324,0.65325,0.6523,0.65244,3036
2024-11-13 13:00:00,0.65244,0.65294,0.65199,0.65281,2782
2024-11-13 14:00:00,0.65283,0.65313,0.65224,0.65235,3290
2024-11-13 15:00:00,0.65236,0.65457,0.65177,0.65313,7563
